"","idorig","commname","sciname","country","g","phi","k","msy","marginalcost","speciescat","speciescatname","regionfao","policy","beta","fvfmsy","bvbmsy","catch","price","idoriglumped","lumpedcatch2012","fmeyvfmsy","bmeyvbmsy","fcsvfmsy","bcsvbmsy"
"4026","5488-FAO-57-45","Giant tiger prawn","Penaeus monodon","India",0.0391045656824691,0.188,2026241.38796896,31692.6721524004,2858496648.18904,45,"Shrimps, prawns","57","Historic",1.3,2.64319194707248,0.930860349182776,77978,3996.1061624,"5488-FAO-57-45",77978,0.731855613664082,1.28643472393456,0.731855613664082,1.28643472393456
"4027","5489-FAO-51-45","Giant tiger prawn","Penaeus monodon","India",0.0406313258711282,0.188,3993494.79355696,64901.4390187032,5569414864.37911,45,"Shrimps, prawns","51","Historic",1.3,2.31646199241523,0.678667253590926,102032,3996.1061624,"5489-FAO-51-45",102032,0.724815970608676,1.28307734499532,0.724815970608676,1.28307734499532
"4028","5496-FAO-57-24","Hilsa shad","Tenualosa ilisha","India",0.111530963168604,0.188,1626818.17879318,72572.933600016,423901738.438317,24,"Shads","57","Historic",1.3,0.0935639298462986,2.08697556662671,14171,784.09851376,"5496-FAO-57-24",14171,0.677392325498712,1.36779915000326,0.677392325498712,1.36779915000326
"4029","5497-FAO-51-24","Hilsa shad","Tenualosa ilisha","India",0.109424238148963,0.188,117115.375936003,5125.87082761153,30691963.5692173,24,"Shads","51","Historic",1.3,0.547164084149522,1.30459938423408,3659,784.09851376,"5497-FAO-51-24",3659,0.677703934636296,1.36739730010631,0.677703934636296,1.36739730010631
"4030","5500-FAO-57-35","Indian oil sardine","Sardinella longiceps","India",0.0540099994486994,0.188,2344355.19193946,50645.1421248971,283985927.882519,35,"Herrings, sardines, anchovies","57","Historic",1.3,0.744378529393627,1.64971861210751,82924,293.25233182,"5500-FAO-57-35",82924,0.684123519448953,1.35962679639148,0.684123519448953,1.35962679639148
"4031","5501-FAO-51-35","Indian oil sardine","Sardinella longiceps","India",0.0723985440913037,0.188,11023362.5206041,319215.618478479,1222955910.82749,35,"Herrings, sardines, anchovies","51","Historic",1.3,0.376485513985526,2.00552202778776,321365,293.25233182,"5501-FAO-51-35",321365,0.681285733017032,1.36283210726437,0.681285733017032,1.36283210726437
"4032","5571-FAO-57-35","Bali sardinella","Sardinella lemuru","Indonesia",0.110016436173007,0.188,809525.775674768,35622.833684773,79215299.7400782,35,"Herrings, sardines, anchovies","57","Historic",1.3,0.531875186844398,0.778346271475235,19663,293.25233182,"5571-FAO-57-35",19663,0.678650219462834,1.36617730997157,0.678650219462834,1.36617730997157
"4033","5573-FAO-57-45","Banana prawn","Penaeus merguiensis","Indonesia",0.0418888140979193,0.188,593211.48018361,9939.11743129844,819775383.222906,45,"Shrimps, prawns","57","Historic",1.3,2.81603523766665,1.19847489919533,33544,3996.1061624,"5573-FAO-57-45",33544,0.737070020604992,1.28976141508434,0.737070020604992,1.28976141508434
"4034","5574-FAO-71-45","Banana prawn","Penaeus merguiensis","Indonesia",0.0427172308104687,0.188,1747416.21069604,29856.5526489968,2400657357.59441,45,"Shrimps, prawns","71","Historic",1.3,1.76843969141987,1.02010411064783,53861,3996.1061624,"5574-FAO-71-45",53861,0.734970229316,1.29048477402707,0.734970229316,1.29048477402707
"4035","5575-FAO-57-25","Barramundi(=Giant seaperch)","Lates calcarifer","Indonesia",0.040692668293557,0.188,550275.037813889,8956.45586021012,195921089.889275,25,"Miscellaneous diadromous fishes","57","Historic",1.3,0.905155144451401,1.32342712373218,10729,791.7390036,"5575-FAO-57-25",10729,0.686571495411259,1.35531318393813,0.686571495411259,1.35531318393813
"4036","5576-FAO-71-25","Barramundi(=Giant seaperch)","Lates calcarifer","Indonesia",0.0553940739199528,0.188,3300068.86774343,73118.3729227265,1071125201.27919,25,"Miscellaneous diadromous fishes","71","Historic",1.3,0.556266106295985,1.9081080776264,77609,791.7390036,"5576-FAO-71-25",77609,0.68327093840405,1.3608354568837,0.68327093840405,1.3608354568837
"4037","557-FAO-57-34","Mirror dory","Zenopsis nebulosus","Australia",0.0714119959480995,0.188,12312.4754368935,351.687358777238,14071879.7191386,34,"Miscellaneous demersal fishes","57","Historic",1.3,0.347337467604848,1.63727489999629,200,3907.267792438,"557-FAO-57-34",200,0.73663957368473,1.29311631380146,0.73663957368473,1.29311631380146
"4038","5587-FAO-57-56","Blood cockle","Anadara granosa","Indonesia",0.076150114921446,0.188,1733841.7342426,52810.4933690863,1244910217.22082,56,"Clams, cockles, arkshells","57","Historic",1.3,0.164226952633419,2.08419175542335,18076,1926.8839612,"5587-FAO-57-56",18076,0.679910309403066,1.36458136266254,0.679910309403066,1.36458136266254
"4039","5588-FAO-71-56","Blood cockle","Anadara granosa","Indonesia",0.0561300130993296,0.188,2146723.77016175,48196.0579687913,1689068917.04343,56,"Clams, cockles, arkshells","71","Historic",1.3,0.253017247994208,2.05839812655269,25101,1926.8839612,"5588-FAO-71-56",25101,0.682820932664823,1.36142194622268,0.682820932664823,1.36142194622268
"4040","558-FAO-81-34","Mirror dory","Zenopsis nebulosus","Australia",0.0468660102558117,0.188,22596.7213618813,423.587975282663,29303947.265901,34,"Miscellaneous demersal fishes","81","Historic",1.3,0.534530989553383,1.54137714597371,349,3907.267792438,"558-FAO-81-34",349,0.736945228377102,1.29322097789978,0.736945228377102,1.29322097789978
"4041","5593-FAO-57-42","Blue swimming crab","Portunus pelagicus","Indonesia",0.0585085982815801,0.188,234588.652017874,5489.93121038579,322754436.073211,42,"Crabs, sea-spiders","57","Historic",1.3,0.508153083910245,1.85968119317421,5188,3411.5908616,"5593-FAO-57-42",5188,0.682640993179353,1.36140589570268,0.682640993179353,1.36140589570268
"4042","5594-FAO-71-42","Blue swimming crab","Portunus pelagicus","Indonesia",0.0420098310468706,0.188,1177117.03484943,19779.294140659,1788732890.4888,42,"Crabs, sea-spiders","71","Historic",1.3,0.969936949653234,1.76901677953567,33938,3411.5908616,"5594-FAO-71-42",33938,0.687276956085659,1.35849616354551,0.687276956085659,1.35849616354551
"4043","5595-FAO-57-33","Bombay-duck","Harpadon nehereus","Indonesia",0.10480106620068,0.188,45567.9903761182,1910.14258196681,28288753.256089,33,"Miscellaneous coastal fishes","57","Historic",1.3,1.03472628854451,0.651665296321241,1288,1833.5360616,"5595-FAO-57-33",1288,0.677558695991146,1.36758237116269,0.677558695991146,1.36758237116269
"4044","5596-FAO-71-33","Bombay-duck","Harpadon nehereus","Indonesia",0.102267069907134,0.188,152900.395179009,6254.38526902898,95620609.1408853,33,"Miscellaneous coastal fishes","71","Historic",1.3,0.554576906355524,0.644940385912322,2237,1833.5360616,"5596-FAO-71-33",2237,0.679036467128996,1.36567727059116,0.679036467128996,1.36567727059116
"4045","5598-FAO-57-24","Chacunda gizzard shad","Anodontostoma chacunda","Indonesia",0.134489529203715,0.188,129894.43305948,6987.45817530101,31998440.5515993,24,"Shads","57","Historic",1.3,0.317840849615441,1.80557460688351,4010,784.09851376,"5598-FAO-57-24",4010,0.676587719959546,1.36883704033249,0.676587719959546,1.36883704033249
"4046","5599-FAO-71-24","Chacunda gizzard shad","Anodontostoma chacunda","Indonesia",0.140476777874504,0.188,419166.694311722,23552.2018229613,101917842.891549,24,"Shads","71","Historic",1.3,0.265755412112826,1.79609766819973,11242,784.09851376,"5599-FAO-71-24",11242,0.675793186147739,1.36986260234988,0.675793186147739,1.36986260234988
"4047","5600-FAO-57-33","Chocolate hind","Cephalopholis boenak","Indonesia",0.0425163478416585,0.188,648559.596033405,11029.2517615852,966352884.536658,33,"Miscellaneous coastal fishes","57","Historic",1.3,0.854195144876282,1.5473722243323,14578,3357.2096074,"5600-FAO-57-33",14578,0.68590399658129,1.35862201985137,0.68590399658129,1.35862201985137
"4048","5601-FAO-71-33","Chocolate hind","Cephalopholis boenak","Indonesia",0.0701892899642662,0.188,1592627.52977503,44712.1215258016,2041670280.96797,33,"Miscellaneous coastal fishes","71","Historic",1.3,0.352534125345042,2.02562419948803,31929,3357.2096074,"5601-FAO-71-33",31929,0.680835051751838,1.36343290320175,0.680835051751838,1.36343290320175
"4049","5603-FAO-71-52","Commercial top","Trochus niloticus","Indonesia",0.0418837348903778,0.188,2709.27208655384,45.3877060830781,1282129.63670526,52,"Abalones, winkles, conchs","71","Historic",1.3,2.40344879769789,0.88003131168125,96,1061.49695128,"5603-FAO-71-52",96,0.677518464578742,1.35221920733807,0.677518464578742,1.35221920733807
"4050","5626-FAO-57-33","Fourfinger threadfin","Eleutheronema tetradactylum","Indonesia",0.0464779984019965,0.188,42545.5005121238,790.935854195472,33708781.5123256,33,"Miscellaneous coastal fishes","57","Historic",1.3,1.10355318971608,1.52834463242245,1334,1833.5360616,"5626-FAO-57-33",1334,0.685905097938176,1.35767370415002,0.685905097938176,1.35767370415002
"4051","5627-FAO-71-33","Fourfinger threadfin","Eleutheronema tetradactylum","Indonesia",0.0425203626057801,0.188,107641.120065844,1830.69239316439,87591661.0876536,33,"Miscellaneous coastal fishes","71","Historic",1.3,2.3907010650723,0.905261017685443,3962,1833.5360616,"5627-FAO-71-33",3962,0.679604034657521,1.35206045982216,0.679604034657521,1.35206045982216
"4052","5632-FAO-57-45","Giant tiger prawn","Penaeus monodon","Indonesia",0.0418331504868496,0.188,191685.742697906,3207.38130952525,265001532.439116,45,"Shrimps, prawns","57","Historic",1.3,2.89449369945999,0.680867473774853,6321,3996.1061624,"5632-FAO-57-45",6321,0.72637100095636,1.28358721174717,0.72637100095636,1.28358721174717
"4053","5633-FAO-71-45","Giant tiger prawn","Penaeus monodon","Indonesia",0.0412939415954542,0.188,684796.490906949,11310.6633107876,950408626.959165,45,"Shrimps, prawns","71","Historic",1.3,2.57769425616526,0.742160161152607,21638,3996.1061624,"5633-FAO-71-45",21638,0.729255417309053,1.28392633247116,0.729255417309053,1.28392633247116
"4054","5636-FAO-57-35","Goldstripe sardinella","Sardinella gibbosa","Indonesia",0.109804450772336,0.188,658096.165023635,28903.4386086844,64434585.1837176,35,"Herrings, sardines, anchovies","57","Historic",1.3,0.604910781265063,1.22108773790867,28466,293.25233182,"5636-FAO-57-35",28466,0.678695798727416,1.36611896676111,0.678695798727416,1.36611896676111
"4055","5637-FAO-71-35","Goldstripe sardinella","Sardinella gibbosa","Indonesia",0.114632386103272,0.188,3291901.7891574,150936.547488835,318178133.891722,35,"Herrings, sardines, anchovies","71","Historic",1.3,0.383183036852963,1.72953158114006,133373,293.25233182,"5637-FAO-71-35",133373,0.677776769845447,1.36730343697278,0.677776769845447,1.36730343697278
"4056","5639-FAO-71-33","Greasy grouper","Epinephelus tauvina","Indonesia",0.0420062202323972,0.188,22361.3816319922,375.709734749174,33439301.3718141,33,"Miscellaneous coastal fishes","71","Historic",1.3,10.5359192331088,1.24543778820469,4930,3357.2096074,"5639-FAO-71-33",4930,0.673853570057571,1.35019437718335,0.673853570057571,1.35019437718335
"4057","5642-FAO-57-33","Greater lizardfish","Saurida tumbil","Indonesia",0.113108211984086,0.188,114331.408179634,5172.49285014077,69371478.9535072,33,"Miscellaneous coastal fishes","57","Historic",1.3,0.762412514293674,1.77605422909795,7004,1833.5360616,"5642-FAO-57-33",7004,0.678041819852185,1.36696177465512,0.678041819852185,1.36696177465512
"4058","5643-FAO-71-33","Greater lizardfish","Saurida tumbil","Indonesia",0.109232043897594,0.188,241573.664066599,10554.5532631928,148118126.625158,33,"Miscellaneous coastal fishes","71","Historic",1.3,1.08002172186756,1.17877243348913,13437,1833.5360616,"5643-FAO-71-33",13437,0.677734546875549,1.36735773633532,0.677734546875549,1.36735773633532
"4059","5644-FAO-57-54","Green mussel","Perna viridis","Indonesia",0.0416924660033188,0.188,10366.9448409879,172.881523251451,1563111.05485106,54,"Mussels","57","Historic",1.3,15.9940114333632,1.05024501649305,2904,619.99925518,"5644-FAO-57-54",2904,0.789128502702775,1.19890669682607,0.789128502702775,1.19890669682607
"4060","5645-FAO-71-54","Green mussel","Perna viridis","Indonesia",0.0427158366121764,0.188,1964.52764523369,33.5650478520762,294061.244868901,54,"Mussels","71","Historic",1.3,27.0710658954498,0.494144213776021,449,619.99925518,"5645-FAO-71-54",449,1e-04,4.18665709199935e-05,1e-04,4.18665709199935e-05
"4061","5658-FAO-57-33","Honeycomb grouper","Epinephelus merra","Indonesia",0.0416849439289729,0.188,47709.247022034,795.466680689825,71509120.9073597,33,"Miscellaneous coastal fishes","57","Historic",1.3,3.21014138133632,1.20733383405048,3083,3357.2096074,"5658-FAO-57-33",3083,0.683074649285965,1.35525265635929,0.683074649285965,1.35525265635929
"4062","5659-FAO-71-33","Honeycomb grouper","Epinephelus merra","Indonesia",0.0413181078103125,0.188,55591.8270637477,918.737792390897,83545192.4186473,33,"Miscellaneous coastal fishes","71","Historic",1.3,3.33597378174434,1.16774357954655,3579,3357.2096074,"5659-FAO-71-33",3579,0.682711648367454,1.35427887464485,0.682711648367454,1.35427887464485
"4063","5660-FAO-57-33","Humpback grouper","Cromileptes altivelis","Indonesia",0.0422376246099249,0.188,70764.267275287,1195.51136633498,105646913.03363,33,"Miscellaneous coastal fishes","57","Historic",1.3,2.15264983297659,1.23022291205246,3166,3357.2096074,"5660-FAO-57-33",3166,0.685050768657453,1.35481641826059,0.685050768657453,1.35481641826059
"4064","5661-FAO-71-33","Humpback grouper","Cromileptes altivelis","Indonesia",0.0554834689102249,0.188,273192.151340569,6062.78312978097,375812983.2597,33,"Miscellaneous coastal fishes","71","Historic",1.3,0.814995164673852,1.52434491292799,7532,3357.2096074,"5661-FAO-71-33",7532,0.683024571711452,1.36079272200443,0.683024571711452,1.36079272200443
"4065","5662-FAO-57-33","Humphead wrasse","Cheilinus undulatus","Indonesia",0.0422840701782112,0.188,7377.17586760631,124.769125512482,6013132.08149419,33,"Miscellaneous coastal fishes","57","Historic",1.3,2.43527608757695,0.668098816391607,203,1833.5360616,"5662-FAO-57-33",203,0.670367602991926,1.34589209313073,0.670367602991926,1.34589209313073
"4066","5663-FAO-71-33","Humphead wrasse","Cheilinus undulatus","Indonesia",0.0421652619374943,0.188,22806.5931317991,384.640868637234,18605340.2238022,33,"Miscellaneous coastal fishes","71","Historic",1.3,3.10876171522222,0.653142842871949,781,1833.5360616,"5663-FAO-71-33",781,0.667983203340785,1.3441798373046,0.667983203340785,1.3441798373046
"4067","5664-FAO-57-31","Indian halibut","Psettodes erumei","Indonesia",0.112190657193272,0.188,130549.225929323,5858.29453145707,206757475.527293,31,"Flounders, halibuts, soles","57","Historic",1.3,1.3737940505096,1.31472184977594,10581,6955.0842952,"5664-FAO-57-31",10581,0.755927560323429,1.26951932079205,0.755927560323429,1.26951932079205
"4068","5665-FAO-71-31","Indian halibut","Psettodes erumei","Indonesia",0.111561504512613,0.188,111924.362566828,4994.35261526386,177559636.925264,31,"Flounders, halibuts, soles","71","Historic",1.3,1.49671628668468,0.807076383582579,6033,6955.0842952,"5665-FAO-71-31",6033,0.756074486563411,1.26934093499314,0.756074486563411,1.26934093499314
"4069","5672-FAO-57-42","Indo-Pacific swamp crab","Scylla serrata","Indonesia",0.0760586476105517,0.188,595855.631694652,18127.1637010218,757752882.598492,42,"Crabs, sea-spiders","57","Historic",1.3,0.311771655817554,2.23479074579538,12630,3411.5908616,"5672-FAO-57-42",12630,0.67994066897747,1.3645436693963,0.67994066897747,1.3645436693963
"4070","5673-FAO-71-42","Indo-Pacific swamp crab","Scylla serrata","Indonesia",0.0414606548210226,0.188,679669.720131861,11271.3072468481,1036903173.17147,42,"Crabs, sea-spiders","71","Historic",1.3,1.13130116389411,1.66885690974381,21280,3411.5908616,"5673-FAO-71-42",21280,0.686259183456259,1.35931084081935,0.686259183456259,1.35931084081935
"4071","5682-FAO-57-33","Leopard coralgrouper","Plectropomus leopardus","Indonesia",0.0420486410262582,0.188,20742.9250244099,348.868832033471,31009663.360513,33,"Miscellaneous coastal fishes","57","Historic",1.3,6.98152705921567,0.757091411990723,1844,3357.2096074,"5682-FAO-57-33",1844,0.663838116116944,1.34408817144229,0.663838116116944,1.34408817144229
"4072","5683-FAO-71-33","Leopard coralgrouper","Plectropomus leopardus","Indonesia",0.0400238167553864,0.188,585374.857585168,9371.1475503735,888159893.640816,33,"Miscellaneous coastal fishes","71","Historic",1.3,1.37245655891707,1.4660039948044,18855,3357.2096074,"5683-FAO-71-33",18855,0.685453880497901,1.35847274354896,0.685453880497901,1.35847274354896
"4073","5717-FAO-57-35","Rainbow sardine","Dussumieria acuta","Indonesia",0.104166525046068,0.188,68084.9753959878,2836.74090223084,6772491.86536158,35,"Herrings, sardines, anchovies","57","Historic",1.3,0.738419413666289,1.32763352952253,3708,293.25233182,"5717-FAO-57-35",3708,0.678625768775124,1.36620919321059,0.678625768775124,1.36620919321059
"4074","5718-FAO-71-35","Rainbow sardine","Dussumieria acuta","Indonesia",0.114705789507874,0.188,393663.344350147,18061.3631767528,38042148.4801848,35,"Herrings, sardines, anchovies","71","Historic",1.3,0.482732063104278,1.84214016168907,21415,293.25233182,"5718-FAO-71-35",21415,0.677764272642826,1.36731954935532,0.677764272642826,1.36731954935532
"4075","5722-FAO-71-33","Red bigeye","Priacanthus macracanthus","Indonesia",0.152089788261453,0.188,27958.1473748846,1700.78201385577,15521797.5721928,33,"Miscellaneous coastal fishes","71","Historic",1.3,0.151805045637964,1.80876447391622,467,1833.5360616,"5722-FAO-71-33",467,0.675459398811588,1.37029363179867,0.675459398811588,1.37029363179867
"4076","5725-FAO-57-38","Sawfishes","Pristidae","Indonesia",0.0424916230305812,0.188,366.991984528206,6.23734990868949,89391.3871218041,38,"Sharks, rays, chimaeras","57","Historic",1.3,1.83422936704039,1.1362910910285,13,548.72646602,"5725-FAO-57-38",13,0.684010674904993,1.35471485003936,0.684010674904993,1.35471485003936
"4077","5743-FAO-71-33","Silver sillago","Sillago sihama","Indonesia",0.0479058338310666,0.188,31401.8878365322,601.706040103212,24654879.1963256,33,"Miscellaneous coastal fishes","71","Historic",1.3,0.919296639823286,1.48785219977714,823,1833.5360616,"5743-FAO-71-33",823,0.683225261309374,1.3608425272639,0.683225261309374,1.3608425272639
"4078","5751-FAO-57-35","Spotted sardinella","Amblygaster sirm","Indonesia",0.0629979683431891,0.188,213247.187529617,5373.41106474064,24666129.6018693,35,"Herrings, sardines, anchovies","57","Historic",1.3,1.11668055912941,1.67514288237229,13402,293.25233182,"5751-FAO-57-35",13402,0.681414981424146,1.36274102714769,0.681414981424146,1.36274102714769
"4079","5752-FAO-71-35","Spotted sardinella","Amblygaster sirm","Indonesia",0.0668307928813439,0.188,744486.367804012,19900.9391969445,84601765.4556985,35,"Herrings, sardines, anchovies","71","Historic",1.3,0.804041712558948,1.67368851802473,35708,293.25233182,"5752-FAO-71-35",35708,0.680933428127569,1.36331243981518,0.680933428127569,1.36331243981518
"4080","5773-FAO-57-24","Toli shad","Tenualosa toli","Indonesia",0.110118399680152,0.188,18821.0962034185,828.981836904788,4923021.8564893,24,"Shads","57","Historic",1.3,0.232121526646522,1.3875569847146,267,784.09851376,"5773-FAO-57-24",267,0.678628907097805,1.36620521196101,0.678628907097805,1.36620521196101
"4081","5774-FAO-71-24","Toli shad","Tenualosa toli","Indonesia",0.111765539265247,0.188,62024.052391459,2772.73436501744,16151489.4893847,24,"Shads","71","Historic",1.3,0.0710515512928942,1.24361014101595,245,784.09851376,"5774-FAO-71-24",245,0.678289021403336,1.36664313768784,0.678289021403336,1.36664313768784
"4082","5782-FAO-57-38","Whitespotted wedgefish","Rhynchobatus australiae","Indonesia",0.0423288625429029,0.188,9943.85234885093,168.357114893802,2424899.70716292,38,"Sharks, rays, chimaeras","57","Historic",1.3,6.50588617692267,1.27908733784698,1401,548.72646602,"5782-FAO-57-38",1401,0.682208565662391,1.35326302890624,0.682208565662391,1.35326302890624
"4083","5783-FAO-71-38","Whitespotted wedgefish","Rhynchobatus australiae","Indonesia",0.0423524166287764,0.188,53362.5294422526,903.971655124272,13010771.2714089,38,"Sharks, rays, chimaeras","71","Historic",1.3,2.07162318592092,0.9056497506416,1696,548.72646602,"5783-FAO-71-38",1696,0.680002428441811,1.35192498560957,0.680002428441811,1.35192498560957
"4084","5792-FAO-51-33","Bartail flathead","Platycephalus indicus","Iran",0.149466897969574,0.188,73350.41836096,4385.18405040088,40935748.0378918,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.178901866202563,2.08280856749887,1634,1833.5360616,"5792-FAO-51-33",1634,0.675418468096052,1.37034649440826,0.675418468096052,1.37034649440826
"4085","5793-FAO-51-33","Bigeye croaker","Pennahia anea","Iran",0.10884932616065,0.188,169910.785721549,7397.532850033,85492168.8704016,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.318729651525755,1.89412810611251,4466,1503.069022,"5793-FAO-51-33",4466,0.67890470462618,1.36584998092462,0.67890470462618,1.36584998092462
"4086","5799-FAO-51-42","Blue swimming crab","Portunus pelagicus","Iran",0.0403198299102818,0.188,51567.3936334193,831.637534363504,79332420.0086312,42,"Crabs, sea-spiders","51","Historic",1.3,1.61262503603654,1.2519391366355,1679,3411.5908616,"5799-FAO-51-42",1679,0.684376998309667,1.35593867854197,0.684376998309667,1.35593867854197
"4087","579-FAO-81-33","Parore","Girella tricuspidata","Australia",0.0399988665653375,0.188,19309.6955109629,308.932301562563,16003860.6822447,33,"Miscellaneous coastal fishes","81","Historic",1.3,0.941945867143197,1.30585312204924,380,1833.5360616,"579-FAO-81-33",380,0.685668465171605,1.35603044614644,0.685668465171605,1.35603044614644
"4088","5800-FAO-51-33","Bluespot mullet","Valamugil seheli","Iran",0.040718367582837,0.188,51965.5054114254,846.341668880703,42839233.3380657,33,"Miscellaneous coastal fishes","51","Historic",1.3,5.1788506768132,0.983327438094515,4310,1833.5360616,"5800-FAO-51-33",4310,0.676820186192874,1.34938425945011,0.676820186192874,1.34938425945011
"4089","5805-FAO-51-33","Fourfinger threadfin","Eleutheronema tetradactylum","Iran",0.0399614694675165,0.188,19754.1688436109,315.747863484456,16376834.8158554,33,"Miscellaneous coastal fishes","51","Historic",1.3,2.44220548905263,1.05690264593014,815,1833.5360616,"5805-FAO-51-33",815,0.680877231460647,1.35300151590748,0.680877231460647,1.35300151590748
"4090","5807-FAO-51-38","Giant guitarfish","Rhynchobatus djiddensis","Iran",0.0411129146256501,0.188,2599.29068126146,42.7438193328641,639427.72562921,38,"Sharks, rays, chimaeras","51","Historic",1.3,4.52828284961783,0.966128146432627,187,548.72646602,"5807-FAO-51-38",187,0.677280611541485,1.35050926888409,0.677280611541485,1.35050926888409
"4091","5809-FAO-51-33","Greater lizardfish","Saurida tumbil","Iran",0.104924830537551,0.188,75784.5428298877,3180.52725007878,47030629.7585362,33,"Miscellaneous coastal fishes","51","Historic",1.3,1.01592927864366,1.34718137374807,4353,1833.5360616,"5809-FAO-51-33",4353,0.677542301378512,1.36760565957382,0.677542301378512,1.36760565957382
"4092","5810-FAO-51-33","Gulf parrotfish","Scarus persicus","Iran",0.039416738116265,0.188,7132.97859950114,112.458377213475,5937865.53314799,33,"Miscellaneous coastal fishes","51","Historic",1.3,2.67574577984496,1.46887759969112,442,1833.5360616,"5810-FAO-51-33",442,0.686869587839185,1.35549387355745,0.686869587839185,1.35549387355745
"4093","5811-FAO-51-24","Hilsa shad","Tenualosa ilisha","Iran",0.118780879145202,0.188,260222.679360859,12363.2282967388,66537426.6347101,24,"Shads","51","Historic",1.3,0.18657558687285,1.91010740194277,4406,784.09851376,"5811-FAO-51-24",4406,0.678035429393651,1.3669699902448,0.678035429393651,1.3669699902448
"4094","5812-FAO-51-31","Indian halibut","Psettodes erumei","Iran",0.111056498688915,0.188,67047.0484416508,2978.26851654374,106510003.324595,31,"Flounders, halibuts, soles","51","Historic",1.3,0.944903535361991,1.41568948145958,3984,6955.0842952,"5812-FAO-51-31",3984,0.754998976344368,1.27064686900729,0.754998976344368,1.27064686900729
"4095","5818-FAO-51-33","Japanese threadfin bream","Nemipterus japonicus","Iran",0.0711389145338068,0.188,346777.702629671,9867.3062765269,241814665.821452,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.323719959611506,1.68020978295918,5367,1833.5360616,"5818-FAO-51-33",5367,0.680465980680355,1.36388293290628,0.680465980680355,1.36388293290628
"4096","5819-FAO-51-33","Javelin grunter","Pomadasys kaakan","Iran",0.144519033328089,0.188,280905.483920297,16237.7359558519,158360310.767795,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.193559126002561,2.0843395631087,6551,1833.5360616,"5819-FAO-51-33",6551,0.675567005057109,1.37015466456959,0.675567005057109,1.37015466456959
"4097","5821-FAO-51-33","John's snapper","Lutjanus johnii","Iran",0.0758466480597924,0.188,121980.523047953,3700.55695751994,154775801.42505,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.398385254350347,1.73987088660201,2565,3401.0992212,"5821-FAO-51-33",2565,0.680006996826555,1.36445243892771,0.680006996826555,1.36445243892771
"4098","5823-FAO-51-33","Klunzinger's mullet","Liza klunzingeri","Iran",0.0423325694348338,0.188,51528.1159469415,872.48727600829,41986098.1413109,33,"Miscellaneous coastal fishes","51","Historic",1.3,3.53223623652062,0.43999814533103,1356,1833.5360616,"5823-FAO-51-33",1356,0.64321562005431,1.32930318517438,0.64321562005431,1.32930318517438
"4099","5824-FAO-51-34","Largehead hairtail","Trichiurus lepturus","Iran",0.113369639481659,0.188,366664.526035674,16626.6926924393,100428125.503436,34,"Miscellaneous demersal fishes","51","Historic",1.3,0.361104831424681,1.93554972132313,11621,828.24973442,"5824-FAO-51-34",11621,0.677976866853949,1.36704549858221,0.677976866853949,1.36704549858221
"4100","5826-FAO-51-33","Malabar blood snapper","Lutjanus malabaricus","Iran",0.0440720875269891,0.188,9508.46817244434,167.615581600057,14198908.4334475,33,"Miscellaneous coastal fishes","51","Historic",1.3,3.39750058855989,1.0219956697674,582,3401.0992212,"5826-FAO-51-33",582,0.681950244497311,1.35367870191383,0.681950244497311,1.35367870191383
"4101","5832-FAO-51-57","Pharaoh cuttlefish","Sepia pharaonis","Iran",0.0733023811991276,0.188,360510.013159904,10570.0154920462,187035065.696278,57,"Squids, cuttlefishes, octopuses","51","Historic",1.3,0.19194559260252,2.01590257567903,4090,1376.4706122,"5832-FAO-51-57",4090,0.680937281905256,1.36327489511408,0.680937281905256,1.36327489511408
"4102","5834-FAO-51-38","Sawfishes","Pristidae","Iran",0.0409510704854884,0.188,1680.47195916632,27.5255964476065,413887.000275918,38,"Sharks, rays, chimaeras","51","Historic",1.3,1.205954093812,1.23514044254926,41,548.72646602,"5834-FAO-51-38",41,0.68531493951103,1.35510470413005,0.68531493951103,1.35510470413005
"4103","5842-FAO-51-38","Spot-tail shark","Carcharhinus sorrah","Iran",0.0701015460983585,0.188,617349.200147176,17310.0648785256,209110493.513752,38,"Sharks, rays, chimaeras","51","Historic",1.3,0.412685263176999,1.6453868802891,11754,886.72515748,"5842-FAO-51-38",11754,0.68085960022122,1.36337999986071,0.68085960022122,1.36337999986071
"4104","5843-FAO-51-33","Spotted sicklefish","Drepane punctata","Iran",0.110657924317366,0.188,14389.4047370448,636.891653245804,8788438.42989562,33,"Miscellaneous coastal fishes","51","Historic",1.3,2.2969185272684,0.952225852681172,1393,1833.5360616,"5843-FAO-51-33",1393,0.677517947026208,1.36763669489909,0.677517947026208,1.36763669489909
"4105","5847-FAO-51-33","Tigertooth croaker","Otolithes ruber","Iran",0.121161063626967,0.188,319148.800125027,15466.6587132867,155502509.842481,33,"Miscellaneous coastal fishes","51","Historic",1.3,0.227632922420393,1.90415557707669,6704,1503.069022,"5847-FAO-51-33",6704,0.677619753501536,1.3675058571874,0.677619753501536,1.3675058571874
